rid,complete,start_time,end_time,duration,identifier,qpid,qsid,qhid,qkt6,qkt5,qkt1,qkt4,qkt3,qkt2,Qktcomp) Computational Logic
1398,COMPLETED,2009-09-08 15:17:42,2009-09-08 15:52:20,2078,71430065,913,SNHGZUHX,71430065,,,1,,,,1
1399,COMPLETED,2009-09-08 15:20:16,2009-09-18 13:33:27,857591,54630221,816,NFVYBVOU,54630221,,,,,,1,2
1400,COMPLETED,2009-09-08 15:30:06,2009-09-08 19:20:09,13803,13611136,350,DUYYOFHR,13611136,,,,2,,,4
1401,COMPLETED,2009-09-08 15:45:18,2009-09-08 19:50:53,14735,11650517,168,UIPZBQQT,11650517,,,,,1,,3
1402,COMPLETED,2009-09-08 16:07:31,2009-09-09 16:24:10,87399,70810036,906,XWROVWJH,70810036,,,,2,,,4
1403,COMPLETED,2009-09-08 16:08:20,2009-09-08 16:39:26,1866,12630822,536,JUCABMPR,12630822,,,,,2,,3
1404,COMPLETED,2009-09-08 16:12:21,2009-09-11 16:26:18,260037,94750236,994,QUVGOXRX,94750236,,,,,,,5
1405,COMPLETED,2009-09-08 16:24:09,2009-09-08 16:50:21,1572,14921611,523,XNLJYZVJ,14921611,,,,,,1,2
1406,COMPLETED,2009-09-08 16:39:37,2009-09-08 16:47:30,473,34620222,686,SQTBYZPW,34620222,,,,,,1,2
1407,COMPLETED,2009-09-08 16:51:34,2009-09-08 17:22:04,1830,12450779,261,QXNTPZHH,12450779,,,,,2,,3
1408,COMPLETED,2009-09-08 16:55:10,2009-09-08 17:37:13,2523,13831220,394,FBGHXMUN,13831220,,2,,,,,5
1409,COMPLETED,2009-09-08 16:57:50,2009-09-08 17:11:35,825,31440066,636,XOPPCMVJ,31440066,,,1,,,,1
1410,COMPLETED,2009-09-08 17:01:39,2009-09-08 17:43:56,2537,60130002,829,JTVGGUNY,60130002,2,,,,,,6
1411,COMPLETED,2009-09-08 17:08:38,2009-09-08 17:28:31,1193,32750127,656,CVPDWHIV,32750127,,,,1,,,4
1412,COMPLETED,2009-09-08 17:18:39,2009-09-08 18:05:19,2800,14611497,481,MYSMILTY,14611497,,1,,,,,5
1413,COMPLETED,2009-09-08 17:45:08,2009-09-08 18:07:00,1312,12450778,260,JOQOXJYF,12450778,,,1,,,,1
1414,COMPLETED,2009-09-08 17:47:09,2009-09-08 18:00:32,803,63840178,873,PVNKIWER,63840178,,,1,,,,1
1415,COMPLETED,2009-09-08 18:00:42,2009-09-08 18:47:07,2785,12410750,246,PYBPABGZ,12410750,,,,1,,,4
1416,COMPLETED,2009-09-08 18:06:32,2009-09-08 19:00:12,3220,10350089,37,NJKEYDDX,10350089,2,,,,,,6
1417,COMPLETED,2009-09-08 18:14:35,2009-09-08 18:54:47,2412,10720216,66,DQFHLDQV,10720216,,,1,,,,1
1418,COMPLETED,2009-09-08 18:16:38,2009-09-08 18:38:28,1310,12740869,290,KPASYLPM,12740869,,,2,,,,1
1419,COMPLETED,2009-09-08 18:26:51,2009-09-08 18:42:51,960,82230102,946,NCTEDVZT,82230102,,1,,,,,5
1420,COMPLETED,2009-09-08 18:27:56,2009-09-08 18:50:25,1349,11810554,179,NZLDSVTO,11810554,,,2,,,,1
1421,COMPLETED,2009-09-08 19:36:00,2009-09-08 22:48:43,11563,14651535,497,AEZGREAH,14651535,1,,,,,,6
1422,COMPLETED,2009-09-08 19:36:28,2009-09-08 19:55:03,1115,11110346,102,HHWCFGBK,11110346,,,,,2,,3
1423,COMPLETED,2009-09-08 19:41:44,2009-09-08 20:03:06,1282,82840132,952,JTEJPHMF,82840132,,1,,,,,5
1424,COMPLETED,2009-09-08 19:52:34,2009-09-08 20:18:20,1546,32230102,649,LWCLMEQC,32230102,1,,,,,,6
1425,COMPLETED,2009-09-08 19:55:46,2009-09-08 20:10:39,893,10930285,84,MXVOKYGS,10930285,,,,,,,5
1426,COMPLETED,2009-09-08 19:56:29,2009-09-08 20:27:24,1855,12330731,242,QSRMQSQY,12330731,,,,,1,,3
1427,COMPLETED,2009-09-08 19:58:51,2009-09-08 20:14:41,950,63810175,871,QPEUIHXP,63810175,,,2,,,,1
1428,COMPLETED,2009-09-08 20:07:52,2009-09-08 20:27:56,1204,34040189,675,FEDKEQVW,34040189,,,,2,,,4
1429,COMPLETED,2009-09-08 20:16:06,2009-09-08 20:39:57,1431,11030317,93,LDSRBDSI,11030317,,1,,,,,5
1430,COMPLETED,2009-09-08 20:22:53,2009-09-08 21:18:38,3345,51830083,778,EIRHXIBV,51830083,2,,,,,,6
1431,COMPLETED,2009-09-08 20:49:45,2009-09-08 21:14:28,1483,10310062,26,VEQMSTEU,10310062,,,,,1,,3
1432,COMPLETED,2009-09-08 21:16:17,2009-09-08 22:00:04,2627,52130096,780,EARHDQRJ,52130096,,,,,1,,3
1433,COMPLETED,2009-09-08 21:25:37,2009-09-13 11:50:33,397496,21020047,547,HPJEWOQR,21020047,,1,,,,,5
1434,COMPLETED,2009-09-08 21:36:33,2009-09-08 21:49:59,806,14221351,440,QTSWOMSH,14221351,,,2,,,,1
1435,COMPLETED,2009-09-08 21:41:20,2009-09-08 22:03:57,1357,13751194,381,EWJILTXU,13751194,,,,2,,,4
1436,COMPLETED,2009-09-08 21:56:23,2009-09-08 22:38:59,2556,10570170,53,XNWRZLFP,10570170,,2,,,,,5
1437,COMPLETED,2009-09-08 22:14:17,2009-09-08 22:23:31,554,43920182,728,WYKDCQJQ,43920182,,1,,,,,5
1438,COMPLETED,2009-09-08 22:18:18,2009-09-08 22:34:50,992,13441095,336,CNHOOMMT,13441095,,,1,,,,1
1439,COMPLETED,2009-09-08 22:32:46,2009-09-09 00:59:33,8807,34310201,679,JTPMDAEH,34310201,,,,,2,,3
1440,COMPLETED,2009-09-08 23:03:40,2009-09-08 23:24:09,1229,14651532,495,CTOQGQBU,14651532,1,,,,,,6
1441,COMPLETED,2009-09-08 23:06:58,2009-09-08 23:28:10,1272,14431430,455,EIRWSIKL,14431430,,,,,,1,2
1442,COMPLETED,2009-09-08 23:17:03,2009-09-08 23:55:05,2282,14721543,500,JXVNJXIU,14721543,,1,,,,,5
1443,DROPOUT,2009-09-08 23:22:46,,,24530216,602,XNNYDHUV,24530216,,,,,,,
1444,COMPLETED,2009-09-09 00:30:16,2009-09-09 00:44:40,864,12540806,271,RRREMRCY,12540806,,,,,,2,2
1445,COMPLETED,2009-09-09 01:16:05,2009-09-09 01:33:16,1031,84640230,965,VJVLXTHE,84640230,,,1,,,,1
1446,COMPLETED,2009-09-09 02:12:31,2009-09-09 02:31:50,1159,14911596,515,QHIUAXKT,14911596,,,,,1,,3
1447,COMPLETED,2009-09-09 02:50:06,2009-09-09 03:23:51,2025,12230691,228,BVHEMITR,12230691,,1,,,,,5
1448,COMPLETED,2009-09-09 03:04:08,2009-09-09 03:37:23,1995,63040140,865,WKPRMGGM,63040140,,,,,,2,2
1449,COMPLETED,2009-09-09 06:30:10,2009-09-09 06:51:29,1279,21530070,558,CFORXLES,21530070,,,,,,2,2
1450,COMPLETED,2009-09-09 07:25:45,2009-09-09 07:49:57,1452,33940184,672,ULIUQGKI,33940184,,,,1,,,4
1451,COMPLETED,2009-09-09 08:11:38,2009-09-09 08:36:44,1506,11910587,193,QXKIGUXV,11910587,,,,,2,,3
1452,COMPLETED,2009-09-09 09:25:32,2009-09-12 07:47:20,253308,14211345,437,THKYXAAS,14211345,,,2,,,,1
1453,COMPLETED,2009-09-09 10:35:13,2009-09-22 10:51:35,1124182,44850233,754,ZHFLCIWY,44850233,1,,,,,,6
1454,COMPLETED,2009-09-09 11:21:13,2009-09-09 11:40:41,1168,61710076,851,ZEDQOGVA,61710076,2,,,,,,6
1455,COMPLETED,2009-09-09 11:37:30,2009-09-09 11:55:04,1054,92610118,979,JCQHTOLG,92610118,,,,2,,,4
1456,COMPLETED,2009-09-09 12:04:41,2009-09-21 14:47:06,1046545,31750081,641,CGJTAQHU,31750081,,,,,1,,3
1457,COMPLETED,2009-09-09 12:08:01,2009-09-09 12:19:44,703,15051652,533,BGTHPEYN,15051652,,,,,2,,3
1458,COMPLETED,2009-09-09 12:26:26,2009-09-09 13:08:42,2536,10920283,82,BUWMLUTI,10920283,,,1,,,,1
1459,COMPLETED,2009-09-09 12:39:36,2009-09-09 12:50:26,650,11120357,107,EIXKXVJW,11120357,,,2,,,,1
1460,COMPLETED,2009-09-09 12:59:32,2009-09-09 13:38:27,2335,12550807,272,UFXEAFAV,12550807,1,,,,,,6
1461,COMPLETED,2009-09-09 13:29:33,2009-09-09 13:49:04,1171,24610222,606,XBSSPOEE,24610222,,,,,2,,3
1462,COMPLETED,2009-09-09 13:33:02,2009-09-09 13:40:39,457,62450112,862,YHUGJTSI,62450112,,,,1,,,4
1463,COMPLETED,2009-09-09 13:58:20,2009-09-09 14:16:47,1107,12230692,229,IJOYCFDE,12230692,,,,,1,,3
1464,COMPLETED,2009-09-09 14:16:43,2009-09-09 14:33:52,1029,21420065,555,CBXRKRLQ,21420065,,,,1,,,4
1465,COMPLETED,2009-09-09 14:27:55,2009-09-09 15:18:21,3026,14621514,487,KEJOSNEW,14621514,,,,,1,,3
1466,COMPLETED,2009-09-09 14:54:45,2009-09-09 15:59:44,3899,11040336,96,YSJSQQHT,11040336,,,1,,,,1
1467,COMPLETED,2009-09-09 15:03:02,2009-09-09 15:23:46,1244,10240050,23,VMSQEEXF,10240050,,1,,,,,5
1468,COMPLETED,2009-09-09 15:05:30,2009-09-15 15:49:07,521017,13531119,345,RPFUIRSA,13531119,,,,2,,,4
1469,COMPLETED,2009-09-09 15:17:11,2009-09-30 15:28:15,1815064,70650031,905,WPHEDOUU,70650031,2,,,,,,6
1470,COMPLETED,2009-09-09 15:49:02,2009-09-09 16:59:16,4214,43610166,724,VKOFPSVH,43610166,,,,,2,,3
1471,COMPLETED,2009-09-09 16:17:44,2009-09-09 17:25:59,4095,64350205,879,DTYNJDUR,64350205,,1,,,,,5
1472,COMPLETED,2009-09-09 16:41:39,2009-09-09 16:59:39,1080,13431090,335,NPTRFIVB,13431090,,2,,,,,5
1473,COMPLETED,2009-09-09 17:11:17,2009-09-09 17:24:40,803,64910232,885,YJVIIFTE,64910232,,,,,,1,2
1474,COMPLETED,2009-09-09 17:24:01,2009-09-09 17:38:17,856,14041682,890,QGOUXACS,14041682,2,,,,,,6
1475,COMPLETED,2009-09-09 17:24:36,2009-09-09 17:54:56,1820,24020189,590,GFXSHXGL,24020189,1,,,,,,6
1476,COMPLETED,2009-09-09 18:02:24,2009-09-09 18:08:40,376,51350062,770,VVVGVWBR,51350062,,,,,2,,3
1477,COMPLETED,2009-09-09 18:08:01,2009-09-09 19:26:09,4688,44020187,730,BROBEXBV,44020187,,,2,,,,1
1478,COMPLETED,2009-09-09 18:26:24,2009-09-09 18:44:57,1113,52220100,781,DIZWLMYJ,52220100,,,1,,,,1
1479,COMPLETED,2009-09-09 19:23:11,2009-09-09 19:40:33,1042,12150676,217,KXWDFYEV,12150676,1,,,,,,6
1480,COMPLETED,2009-09-09 20:51:54,2009-09-09 21:03:57,723,44410206,737,HQJZWKVY,44410206,,,,,1,,3
1481,COMPLETED,2009-09-09 21:31:07,2009-09-09 21:52:54,1307,54140193,807,AOKCFKCH,54140193,,,,,,2,2
1482,COMPLETED,2009-09-09 22:01:25,2009-09-09 22:21:09,1184,62640120,863,QEHDVDPN,62640120,,,1,,,,1
1483,COMPLETED,2009-09-09 22:40:34,2009-09-09 23:11:07,1833,12130662,215,MLZHBLKT,12130662,,,,,2,,3
1484,COMPLETED,2009-09-09 22:50:20,2009-09-09 23:01:16,656,54250200,809,PUGOZGHN,54250200,,2,,,,,5
1485,COMPLETED,2009-09-09 22:57:29,2009-09-09 23:18:00,1231,22210102,567,LQNBETBD,22210102,2,,,,,,6
1486,COMPLETED,2009-09-09 23:03:06,2009-09-09 23:13:32,626,14911602,518,HIFLBVHX,14911602,,,,,2,,3
1487,COMPLETED,2009-09-09 23:11:29,2009-09-09 23:49:04,2255,84430216,963,KUWNMKXN,84430216,2,,,,,,6
1488,COMPLETED,2009-09-09 23:58:35,2009-09-10 00:26:12,1657,12210682,220,OUEOZLDI,12210682,1,,,,,,6
1489,COMPLETED,2009-09-10 00:57:32,2009-09-10 01:16:06,1114,13721171,371,GIMBFMVD,13721171,,2,,,,,5
1490,COMPLETED,2009-09-10 06:42:22,2009-09-10 08:39:27,7025,21250060,554,OOOJPESK,21250060,,,,,1,,3
1491,COMPLETED,2009-09-10 07:09:06,2009-09-10 11:12:47,14621,92230102,977,JBLUHSVJ,92230102,,,,,2,,3
1492,COMPLETED,2009-09-10 07:41:06,2009-09-10 07:56:14,908,13211018,308,TDNUMYCG,13211018,2,,,,,,6
1493,COMPLETED,2009-09-10 08:12:16,2009-09-10 08:59:56,2860,93740175,987,CHPFFCOQ,93740175,,,,,1,,3
1494,COMPLETED,2009-09-10 08:48:33,2009-09-10 09:07:06,1113,10420101,40,DDUCICEY,10420101,,,,,,1,2
1495,COMPLETED,2009-09-10 08:49:55,2009-10-01 18:36:40,1849605,44110190,731,JVOGUPTN,44110190,,,,,1,,3
1496,COMPLETED,2009-09-10 11:23:07,2009-09-10 12:21:27,3500,82650123,951,XROVBLDO,82650123,,1,,,,,5
1497,COMPLETED,2009-09-10 11:38:31,2009-09-10 11:57:13,1122,33550166,666,LMLBQPNH,33550166,,,,,,1,2
1498,COMPLETED,2009-09-10 11:42:24,2009-09-12 10:16:33,167649,13751198,383,UXYLTJPG,13751198,,,,,2,,3
1499,COMPLETED,2009-09-10 12:16:27,2009-09-10 12:36:24,1197,12840904,296,CODUJVHT,12840904,2,,,,,,6
1500,COMPLETED,2009-09-10 12:27:29,2009-09-10 13:10:01,2552,51540069,773,PLYJOHYR,51540069,,1,,,,,5
1501,COMPLETED,2009-09-10 12:29:37,2009-09-10 12:56:19,1602,93520161,984,PFDUUBDH,93520161,,,1,,,,1
1502,COMPLETED,2009-09-10 12:44:06,2009-09-10 13:24:32,2426,11630496,162,IUVRFXPJ,11630496,,,,,1,,3
1503,COMPLETED,2009-09-10 13:53:39,2009-09-10 14:22:05,1706,12820890,294,SJMYMHGB,12820890,,2,,,,,5
1504,COMPLETED,2009-09-10 14:28:45,2009-09-10 14:59:35,1850,12040638,210,IKCZCTSM,12040638,,,,2,,,4
1505,COMPLETED,2009-09-10 15:30:51,2009-09-10 15:36:03,312,12310718,238,SEWNULHL,12310718,,,,2,,,4
1506,COMPLETED,2009-09-10 16:25:54,2009-09-10 17:06:58,2464,12210684,222,HEPGBCDQ,12210684,,,,,2,,3
1507,COMPLETED,2009-09-10 16:39:34,2009-09-10 17:01:48,1334,51150054,767,PBQMNRHS,51150054,,,,,2,,3
1508,COMPLETED,2009-09-10 16:44:05,2009-09-10 17:08:48,1483,54550217,814,HWNREZSC,54550217,,,,1,,,4
1509,COMPLETED,2009-09-10 17:09:21,2009-09-10 17:40:28,1867,10440117,42,RKELSQAV,10440117,1,,,,,,6
1510,COMPLETED,2009-09-10 17:47:06,2009-09-10 18:11:42,1476,14041289,414,UFRWODHX,14041289,,,,,,2,2
1511,COMPLETED,2009-09-10 18:55:29,2009-09-10 19:37:14,2505,84930244,969,EFNTUYHQ,84930244,,,,,,2,2
1512,COMPLETED,2009-09-10 19:06:37,2009-09-10 19:25:21,1124,13111736,897,TUCOGBPR,13111736,,1,,,,,5
1513,COMPLETED,2009-09-10 19:08:52,2009-09-12 13:31:52,152580,11210377,122,NXMIDNKP,11210377,,,1,,,,1
1514,COMPLETED,2009-09-10 19:17:25,2009-09-10 19:54:05,2200,14041291,415,PFYMZZEI,14041291,2,,,,,,6
1515,COMPLETED,2009-09-10 19:21:43,2009-09-10 19:41:24,1181,14741557,507,VQQJWJSD,14741557,,,,,2,,3
1516,COMPLETED,2009-09-10 19:40:19,2009-09-10 21:22:37,6138,12330728,241,UDWYUETL,12330728,,,,2,,,4
1517,COMPLETED,2009-09-10 19:42:11,2009-09-10 19:58:54,1003,12720857,287,NPWWOMZF,12720857,,,,,,2,2
1518,COMPLETED,2009-09-10 20:22:38,2009-09-22 20:28:05,1037127,12430767,254,YQUDXTWL,12430767,,,2,,,,1
1519,COMPLETED,2009-09-10 20:29:30,2009-09-10 20:55:20,1550,14221353,441,PTMCXHGU,14221353,,,1,,,,1
1520,COMPLETED,2009-09-10 20:42:31,2009-09-10 21:12:00,1769,72730126,920,BWOSFLPH,72730126,,,,,,1,2
1521,COMPLETED,2009-09-10 21:00:14,2009-09-10 21:12:01,707,11660520,169,ILMWKJWD,11660520,,,,,2,,3
1522,COMPLETED,2009-09-10 21:21:52,2009-09-10 21:36:26,874,10910269,79,BHEHBTTQ,10910269,,,,,,2,2
1523,COMPLETED,2009-09-10 21:22:34,2009-09-10 21:51:58,1764,42030092,710,OFNHTWMS,42030092,,,,2,,,4
1524,COMPLETED,2009-09-10 21:40:14,2009-09-10 21:51:00,646,13110979,300,OXSPVHFW,13110979,1,,,,,,6
1525,COMPLETED,2009-09-10 21:56:38,2009-09-10 22:01:07,269,12020626,208,RFXHGHGQ,12020626,,,,,,2,2
1526,COMPLETED,2009-09-10 22:28:53,2009-09-11 00:05:21,5788,23210150,580,RJFGEVPT,23210150,,,,2,,,4
1527,COMPLETED,2009-09-10 23:10:00,2009-09-10 23:22:56,776,44510212,741,GMOSXPDN,44510212,,,,2,,,4
1528,COMPLETED,2009-09-11 00:40:19,2009-09-11 01:00:44,1225,44730227,751,TIIDCXLE,44730227,,,1,,,,1
1529,COMPLETED,2009-09-11 03:40:26,2009-09-30 01:56:00,1635334,12950949,298,YUXJEXGJ,12950949,,,,,,1,2
1530,COMPLETED,2009-09-11 05:11:31,2009-09-11 05:42:03,1832,12750871,291,SBJQTQWS,12750871,,,1,,,,1
1531,COMPLETED,2009-09-11 05:47:01,2009-09-11 06:25:05,2284,10120007,9,SSNYCAQN,10120007,,,,,,2,2
1532,COMPLETED,2009-09-11 06:38:56,2009-09-26 08:00:07,1300871,51520068,772,WGXSIOEW,51520068,,,,,,2,2
1533,COMPLETED,2009-09-11 07:48:34,2009-09-12 22:07:33,137939,13641153,362,AJLUOLXC,13641153,,,1,,,,1
1534,COMPLETED,2009-09-11 08:10:17,2009-09-11 08:25:37,920,51810082,777,RYPKXRDT,51810082,,,,2,,,4
1535,COMPLETED,2009-09-11 10:23:55,2009-09-11 11:09:58,2763,31030048,628,KTIDDSUX,31030048,1,,,,,,6
1536,COMPLETED,2009-09-11 10:40:56,2009-09-11 10:59:42,1126,12710847,283,MRJUDTCK,12710847,,1,,,,,5
1537,COMPLETED,2009-09-11 11:36:22,2009-09-11 12:08:06,1904,13120985,303,ITYTRKYT,13120985,,,1,,,,1
1538,COMPLETED,2009-09-11 12:07:09,2009-09-11 12:31:45,1476,74830238,934,BKHHYVCT,74830238,,,,,1,,3
1539,COMPLETED,2009-09-11 12:09:10,2009-09-21 11:59:52,863442,10240052,24,FHSKTROT,10240052,,1,,,,,5
1540,COMPLETED,2009-09-11 12:27:57,2009-09-11 12:53:17,1520,52120095,779,KBQJSYJT,52120095,,1,,,,,5
1541,COMPLETED,2009-09-11 13:48:47,2009-09-11 14:11:03,1336,11430442,143,VWULOJWZ,11430442,,,,,1,,3
1542,COMPLETED,2009-09-11 13:59:02,2009-09-11 14:47:10,2888,92020091,976,KTJQMNVM,92020091,,,,,,2,2
1543,COMPLETED,2009-09-11 14:07:28,2009-09-11 14:25:14,1066,10340081,33,OIMJJGDL,10340081,2,,,,,,6
1544,COMPLETED,2009-09-11 14:27:49,2009-09-11 14:44:34,1005,10930284,83,SDJXNWPK,10930284,,,,,,,2
1545,COMPLETED,2009-09-11 15:38:14,2009-09-11 15:43:22,308,11630499,164,XMIKPPML,11630499,,,,,,1,2
1546,COMPLETED,2009-09-11 15:43:36,2009-09-11 16:00:50,1034,13751197,382,FCBVQJQM,13751197,,,,,,2,2
1547,COMPLETED,2009-09-11 16:16:56,2009-09-11 16:43:06,1570,74440217,931,PJDDOGXO,74440217,,1,,,,,5
1548,COMPLETED,2009-09-11 16:33:31,2009-09-11 17:19:11,2740,70570026,904,ENYXQBCY,70570026,,,,,1,,3
1549,COMPLETED,2009-09-11 16:55:17,2009-09-11 17:19:58,1481,84140196,957,WXVKUSTA,84140196,,,,1,,,4
1550,COMPLETED,2009-09-11 17:26:59,2009-09-11 17:47:42,1243,32210101,648,FDCRICDU,32210101,,,,,2,,3
1551,COMPLETED,2009-09-11 17:42:00,2009-09-11 18:05:09,1389,21710079,561,MPVORVCA,21710079,,,,2,,,4
1552,COMPLETED,2009-09-11 18:43:34,2009-09-11 18:59:58,984,30240007,618,SYMYWZOD,30240007,2,,,,,,6
1553,COMPLETED,2009-09-11 19:05:46,2009-09-19 11:10:47,662701,50210004,760,CFQBUXYY,50210004,2,,,,,,6
1554,COMPLETED,2009-09-11 19:07:09,2009-09-11 19:57:16,3007,11940600,198,FDNXAPEX,11940600,,,,1,,,4
1555,COMPLETED,2009-09-11 19:22:43,2009-09-11 20:09:54,2831,31420064,635,BZMZFNMI,31420064,,,,,2,,3
1556,COMPLETED,2009-09-11 19:37:27,2009-10-01 02:54:24,1667817,15061663,535,ENNFWMWX,15061663,,,2,,,,1
1557,DROPOUT,2009-09-11 19:47:46,,,34250200,678,IYYJECFY,34250200,,,,,,,
1558,COMPLETED,2009-09-11 20:24:49,2009-09-11 20:46:56,1327,12420754,249,TRORAYKG,12420754,,,,,,2,2
1559,COMPLETED,2009-09-11 21:03:39,2009-09-11 21:27:29,1430,30550024,622,XUFRZKUE,30550024,,,,,,1,2
1560,COMPLETED,2009-09-11 21:07:58,2009-09-11 21:35:17,1639,63220148,867,TUTOIHPY,63220148,,,,,,1,2
1561,COMPLETED,2009-09-11 21:36:20,2009-09-11 22:08:18,1918,13611138,352,EZGQPAZB,13611138,,,,,,1,2
1562,COMPLETED,2009-09-11 21:48:42,2009-09-11 22:13:14,1472,62220100,859,JKORFTXG,62220100,,,,,2,,3
1563,COMPLETED,2009-09-11 22:57:22,2009-09-11 23:23:35,1573,12020630,209,ENEGOLFW,12020630,,,1,,,,1
1564,COMPLETED,2009-09-12 00:54:45,2009-09-12 01:40:45,2760,54940236,825,VDFXKJJR,54940236,,,1,,,,1
1565,COMPLETED,2009-09-12 08:09:58,2009-09-12 08:31:11,1273,11030333,95,FLWWNGJN,11030333,,,,2,,,4
1566,COMPLETED,2009-09-12 08:23:05,2009-09-12 08:55:44,1959,12430759,251,TPQCHMZR,12430759,,,,,1,,3
1567,COMPLETED,2009-09-12 11:10:11,2009-09-12 11:22:17,726,11110349,104,VHTLDWVZ,11110349,,,,,1,,3
1568,COMPLETED,2009-09-12 12:22:56,2009-09-12 12:57:54,2098,93630166,985,DQVYAKRI,93630166,,,,1,,,4
1569,COMPLETED,2009-09-12 15:25:06,2009-09-12 17:09:32,6266,11220383,126,ERIJFFPG,11220383,,,,,,1,2
1570,COMPLETED,2009-09-12 15:53:36,2009-09-12 16:33:37,2401,44910235,755,OFIQIIJI,44910235,,,,1,,,4
1571,COMPLETED,2009-09-12 16:15:06,2009-09-12 16:44:59,1793,55020238,826,ZFCFRSDB,55020238,,1,,,,,5
1572,COMPLETED,2009-09-12 17:07:05,2009-09-12 17:21:54,889,23740175,586,QIHCMHKI,23740175,,1,,,,,5
1573,COMPLETED,2009-09-12 17:15:40,2009-09-12 17:39:41,1441,43630168,725,KXRMSOLN,43630168,,,,2,,,4
1574,COMPLETED,2009-09-12 18:18:19,2009-09-12 18:47:42,1763,81050050,938,QEDEYQPY,81050050,,,,,2,,3
1575,COMPLETED,2009-09-12 20:24:05,2009-09-12 20:43:45,1180,10580174,55,GPXSOTIC,10580174,,1,,,,,5
1576,COMPLETED,2009-09-12 20:55:49,2009-09-12 21:26:12,1823,71120052,910,PTHWKCOH,71120052,,,2,,,,1
1577,COMPLETED,2009-09-12 20:58:51,2009-09-30 20:09:47,1552256,53240150,791,GDXRVWWX,53240150,,,,2,,,4
1578,COMPLETED,2009-09-12 21:55:41,2009-09-12 23:03:59,4098,14421420,453,EEQUPPOI,14421420,,,,,1,,3
1579,COMPLETED,2009-09-12 22:24:23,2009-09-19 11:37:44,566001,13431089,334,PYPGJWKS,13431089,2,,,,,,6
1580,COMPLETED,2009-09-12 23:35:38,2009-09-15 23:47:59,259941,14921610,522,WCNRRZSJ,14921610,2,,,,,,6
1581,COMPLETED,2009-09-12 23:57:32,2009-09-13 00:02:50,318,11110350,105,UUWSPNVB,11110350,,,1,,,,1
1582,COMPLETED,2009-09-13 00:39:46,2009-09-13 00:56:56,1030,21140055,550,QNXLYDIW,21140055,,,,,,1,2
1583,COMPLETED,2009-09-13 01:37:00,2009-09-13 02:34:48,3468,54530214,813,MLBMXGZT,54530214,,,,,,1,2
1584,COMPLETED,2009-09-13 06:02:31,2009-09-13 06:29:29,1618,12250707,236,KVURIMEY,12250707,,1,,,,,5
1585,COMPLETED,2009-09-13 06:03:05,2009-09-13 06:12:42,577,11810559,183,EDCXIIKF,11810559,,,,,,2,2
1586,COMPLETED,2009-09-13 06:14:24,2009-09-13 06:32:52,1108,14411413,450,LSFUYPCH,14411413,,,2,,,,1
1587,COMPLETED,2009-09-13 10:45:33,2009-09-13 10:58:27,774,22820132,576,VXYMMYMJ,22820132,,1,,,,,5
1588,COMPLETED,2009-09-13 12:33:54,2009-09-30 14:39:10,1476316,10560165,51,ENSJIROG,10560165,,,,,,2,2
1589,COMPLETED,2009-09-13 18:24:45,2009-09-13 18:50:14,1529,13341067,322,KDSNMQKY,13341067,,,,1,,,4
1590,COMPLETED,2009-09-13 18:57:39,2009-09-13 19:34:46,2227,10240049,22,ANERKHSD,10240049,2,,,,,,6
1591,COMPLETED,2009-09-13 19:07:11,2009-09-13 19:31:40,1469,10440120,44,CXBVIBPS,10440120,2,,,,,,6
1592,COMPLETED,2009-09-13 19:53:49,2009-09-24 07:59:18,907529,11031742,898,OJZMELIA,11031742,,,,2,,,4
1593,COMPLETED,2009-09-13 21:05:21,2009-09-13 21:46:56,2495,24110193,594,SRODDYBU,24110193,,,,2,,,4
1594,COMPLETED,2009-09-13 21:45:56,2009-09-25 16:36:54,1018258,13621140,354,MYBJQMRJ,13621140,1,,,,,,6
1595,COMPLETED,2009-09-14 07:32:58,2009-09-14 08:16:22,2604,10930286,85,GIKGSBMP,10930286,,,,2,,,4
1596,COMPLETED,2009-09-14 09:04:19,2009-09-14 09:22:30,1091,24220199,596,NKOLDBKM,24220199,,,,,,2,2
1597,COMPLETED,2009-09-14 10:09:47,2009-09-14 10:19:14,567,61830082,854,VWFVVBWG,61830082,2,,,,,,6
1598,COMPLETED,2009-09-14 11:14:00,2009-09-14 11:52:16,2296,40740034,700,QKMCIPOD,40740034,,,,,1,,3
1599,COMPLETED,2009-09-14 11:45:51,2009-09-14 12:03:55,1084,12450780,262,SUIXSNPU,12450780,,2,,,,,5
1600,COMPLETED,2009-09-14 12:25:59,2009-09-14 12:55:00,1741,34810230,690,QJESQUCJ,34810230,1,,,,,,6
1601,COMPLETED,2009-09-14 12:28:50,2009-09-14 13:15:27,2797,11031750,900,PIKOOPMJ,11031750,,,,,,1,2
1602,COMPLETED,2009-09-14 14:58:19,2009-09-30 21:22:00,1405421,84140201,958,IKTXIPFX,84140201,,1,,,,,5
1603,COMPLETED,2009-09-14 15:33:35,2009-09-14 15:59:37,1562,14451443,460,TEURFCKQ,14451443,,,,2,,,4
1604,COMPLETED,2009-09-14 16:13:42,2009-09-14 16:25:20,698,14051297,418,KCLYVYOU,14051297,,,,,,1,2
1605,COMPLETED,2009-09-14 16:40:39,2009-09-15 11:50:59,69020,10620188,58,JDGYPLJN,10620188,,,1,,,,1
